"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Congo, Rep.","COG","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15820.0762748109","15860.1700446885","16169.7785273048","15264.4501135616","15549.0167621025","16012.0722726682","17756.7333982694","18397.4076847807","18403.0965274714","17794.5134631773","16373.3082126876","16124.3638694949","15037.9870536761","14670.8665650029","15593.2570535491","16005.101571712","13034.8099600515","13709.7809433516","14973.0276187995","15814.8712049822","14985.6476442014","15545.1660828642","14778.6524786704","15395.3599448369","15047.6963869254","12345.2223762099","13044.0976207209","12395.7576304212","12248.0028813546","12100.8022549514","11265.5417583366","10521.0880793684","10251.8757530157","",
"Colombia","COL","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16761.5159340233","15506.2634720454","15110.5671488802","15201.3741676833","15366.8442353977","16158.5834457296","16291.7534580893","16685.9877765242","17704.2026401748","17871.273877151","15834.9327105259","15426.2910876468","15736.0178881815","16016.1046523469","16138.2965628291","17001.1759242371","17847.1687472232","18221.9189787559","17774.5141276362","17853.0597454381","18022.8469228096","18069.0427237088","19683.8826216334","19670.4549510196","19839.5802888898","20517.5880226393","19622.2935291494","19037.3015525124","18709.7653485867","17057.918031381","17252.6176252934","17487.6010037173","17059.4143516686","",
"Comoros","COM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4252.79924827988","4447.4198658835","4502.31468806792","4304.54253849887","4483.72597476195","4424.57917219646","4526.99590195362","4463.71011021136","4498.36343884739","4275.56752426714","4411.43191156277","4512.48797575315","4506.8095515416","4525.79619651632","4460.00964784549","4090.39676244091","3889.51038163138","3837.84619565932","3376.22663108164","3755.03215929974","3209.76464416483","3061.6058062348","2948.07823922612","2776.29321869271","2897.17515976829","2742.91638582456","2481.56110274497","2505.07732050952","2562.20700723897","2255.3344558703","2288.05685426544","2601.55924961979","2662.3159296329","",
"Cabo Verde","CPV","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5139.95201776925","5686.7250081164","5665.27752066044","6352.27773737308","6479.68589468031","7014.79074551269","6734.66422806064","7068.8628228697","6816.47400882465","6863.1799130739","6013.68978470262","6064.79615659168","5890.30408323831","5949.25339736618","6285.38658492301","6422.46809106202","6897.71684935901","7862.49694332927","7363.71248110966","6528.00351534289","6616.21878767202","6415.09915022232","6782.54310538164","7260.93187994853","7153.81213962496","5810.00117481904","5586.69292178182","6150.03767526317","6195.41721077307","5538.44540847048","5376.4177550412","5371.66011943778","5387.45892381829","",
"Costa Rica","CRI","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18747.9212591289","20288.7200655456","20915.1613704185","20508.4030387513","22349.5423758242","22702.22412175","22349.6977542611","23348.0487263745","23110.289063136","24348.7595000962","22982.7116851867","24142.8288244415","24408.0629106527","25565.0327223695","25339.1420144742","26109.8672576787","25856.9136256225","26564.9740316349","26313.4855422187","28861.3333460321","30830.5728934899","30982.6374239034","31958.5626585887","29938.7635316687","28575.344667823","31106.4438907392","31135.0753799254","29078.535382922","29571.3424697896","33801.1633572553","37266.7364406655","33544.647337364","35320.1948986245","",
"Caribbean small states","CSS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26821.6173479883","26694.2982024706","26063.0245216352","27140.0324289204","24802.8128558058","25409.0846735411","26030.8048394882","25741.6769250543","26968.4709862175","28102.5221453003","27917.8697177606","29141.492084548","33598.117049898","33275.9453235782","35273.9311152273","39414.5778094386","39015.8128489723","39454.4179524336","39480.1711503337","39724.2300884064","40261.2024714887","38954.4156861677","38729.3303443945","38191.8479365973","37687.3151330051","37215.7594822587","37089.3940514821","35429.5606137482","35685.4281546414","39166.2975545041","40955.1843372866","52890.1634719108","61965.1580847545","",
"Cuba","CUB","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14822.6391415979","10907.8162819168","9276.13517554233","9488.63900812982","9955.91717715337","11239.547581857","11761.2963982761","10997.3930657303","11608.4932933627","12294.2249693999","13474.6105839515","13355.7192952041","13142.5680271459","13978.7774636758","15141.4540591088","17910.85363713","18491.1650835788","19063.6663547744","19265.8222604474","19901.5335796707","20074.3721276228","18733.5783955516","21526.6880740938","21128.7665213655","22974.3947134248","22364.6508935079","22969.2025496865","23737.9464486994","23493.584842527","23359.4756551133","21604.3209307525","19788.9308775561","19703.2657666036","",
"Curacao","CUW","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21672.8632328864","22934.9965154145","22990.5058996841","23926.1448922105","24616.0604587982","23917.8582511285","23762.3958451458","23781.5715923703","24772.5249153321","24583.4061632958","24621.7954602888","26061.0888185378","27771.0897755971","27646.8086995199","28080.5365992818","29905.880336753","30624.7377317019","28878.1638235877","26612.5879264335","26433.9415804868","23585.2535898493","22104.3502996321","22260.5687429905","21809.7099716917","22385.7492906091","23723.0662804473","24899.1010632728","27192.4413256545","26146.1080733894","23814.0267666901","25294.6185596621","23518.3059180711","27630.3330676963","",
"Czechia","CZE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17265.3975828352","17353.5793246461","18622.039482161","19465.2775528562","18848.2705879268","18901.1990038694","19144.8326449588","19939.2286155505","20440.9918542119","21259.0068945251","21639.8364118564","23277.0962458719","25159.244170613","28045.0825303228","28892.3106374804","30277.509420663","29516.4540536615","32178.2369345205","33065.1542276571","31968.7873432971","31573.4802699651","31942.8255490051","33088.6565666347","32914.488255526","34373.4255620647","34894.3521185769","35964.4441874238","33147.6905927503","34789.8820351412","34721.3828368973","35036.0795644597","",
"Germany","DEU","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54043.8258183452","55293.8959773529","54340.1277865699","57627.3770105567","58254.8707426259","57971.8901148428","60238.6091600285","60556.2344359776","60829.848451251","63145.6892225576","63660.0348072461","62960.0463033835","65226.4666342371","68122.8104326538","70500.6524369338","72702.5470695033","73216.3603556414","72556.9757110052","63962.339979747","73887.1023877498","77512.5373003225","76817.4063684207","76278.2552273184","77842.3661996719","78588.2963720975","81043.103514782","82698.1989093824","83145.4421564513","81624.5908810797","77905.7307182621","81094.7857556273","80331.0759250545","79101.8113964833","",
"Djibouti","DJI","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29962.454329168","30653.975745782","31623.3251143167","32001.0266742425","35106.0334540214","40415.2014722246","44128.1508901677","47684.693225233","44723.671349427","43929.0965949101","44324.5444454672","",
"Dominica","DMA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74748.6643141015","76186.8484079052","74808.1513231887","79278.4949314305","80353.5279946974","82082.1768715093","84976.5776789889","86315.8336832444","86409.976277489","95067.5183313035","93841.1455408229","98820.9486873933","100553.723730328","99900.9621662427","97274.6585290094","101261.82740022","98174.4229532138","98940.7497351871","102634.396640288","106971.604053856","108863.723481139","111734.14084751","113119.218684482","113364.412581051","111825.147565245","117763.876075718","125201.558862675","124714.608072165","128375.762820196","119208.124185005","127053.436285193","136680.273578875","141981.870216414","",
"Dominican Republic","DOM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9343.71073842953","10161.4781111281","10542.0897577172","10822.3933458605","11197.5312280587","11689.6855859966","12798.1511781245","13185.3693450453","14635.4629261341","15098.4475133582","15693.0237016119","17629.1031925353","16591.2999248672","15933.8009718748","17398.7249466885","18460.094187399","18678.790769184","19182.7777197308","21905.7210254996","22458.8939542341","22321.3304175616","20843.9705014722","24486.4624908364","24794.977601339","24586.6131599016","24582.8037591567","24044.9443148855","24581.6740295128","26386.7648656653","25307.2317037109","27485.8918408115","28088.927158089","27540.9445476574","",
"Algeria","DZA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30871.1900812355","31745.4683577632","29630.2784129626","29691.2148441996","30493.1686314935","26738.6839887655","26212.9841168478","24364.2263804313","24142.3234253446","22586.2464192608","20208.8545698126","19952.3665775968","19436.0566871771","19221.2470768263","18432.9729209922","18392.8883086633","18357.9236116042","19365.1893011377","20418.6153803076","20233.9500993123","19872.9880241841","19734.9765249215","20869.8270579255","20113.6389391147","20447.8715381751","",
"East Asia & Pacific (excluding high income)","EAP","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3456.44201383526","3866.28929733045","4535.42361329512","5084.11040307577","5572.79746814192","5988.15288008903","6331.95272368917","6518.29282523909","7003.71501935545","7405.26394611621","7947.86166229928","8808.5373427662","9602.54316933896","10031.3931544914","10398.7754828281","10912.4476253295","11562.9704250073","12307.5943825886","13036.6911845843","14006.7277887783","14798.9193141576","15489.598629356","16646.2623355735","17647.4531424858","18789.1580164114","19584.2353620301","20424.7661170137","21171.5451549185","21801.7136562099","22131.8558778865","23087.6028911691","23913.0609718864","24529.3544621196","",
